date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:05:36	21191/21191	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Dec%202018%2001:48:40%20GMT	https://preview.colorlib.com/theme/mypodcast/	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/index.html	(from )
08:05:36	14/14	---M--	200	added ('OK')	text/plain	etag:%22e-5c01b2e3a6ac3%22	https://preview.colorlib.com/robots.txt		(from )
08:05:36	142041/142041	---M-Z	200	added ('OK')	text/css	etag:%2222ad9-57c004a5ce740-gzip%22	https://preview.colorlib.com/theme/mypodcast/styles/bootstrap-4.1.2/bootstrap.min.css	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/styles/bootstrap-4.1.2/bootstrap.min.css	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:37	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-57c004b604d80-gzip%22	https://preview.colorlib.com/theme/mypodcast/plugins/font-awesome-4.7.0/css/font-awesome.min.css	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/plugins/font-awesome-4.7.0/css/font-awesome.min.css	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:37	4523/4523	---M-Z	200	added ('OK')	text/css	etag:%2211ab-57c0046e7e4c0-gzip%22	https://preview.colorlib.com/theme/mypodcast/plugins/colorbox/colorbox.css	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/plugins/colorbox/colorbox.css	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:38	21573/21573	---M-Z	200	added ('OK')	text/css	etag:%225445-57c00466dd2c0-gzip%22	https://preview.colorlib.com/theme/mypodcast/styles/main_styles.css	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/styles/main_styles.css	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:38	3417/3417	---M-Z	200	added ('OK')	text/css	etag:%22d59-57c00466dd2c0-gzip%22	https://preview.colorlib.com/theme/mypodcast/styles/responsive.css	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/styles/responsive.css	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:38	24/24	---M--	400	error ('Bad%20Request')	text/plain	date:Tue,%2006%20Feb%202024%2003:05:27%20GMT	https://preview.colorlib.com/cdn-cgi/zaraz/s.js?z=	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/cdn-cgi/zaraz/sd0d9.js	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:39	1139/1139	---M--	200	added ('OK')	image/png	etag:%22473-57c00426f7c00%22	https://preview.colorlib.com/theme/mypodcast/images/play.png	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/play.png	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:39	21191/21191	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Dec%202018%2001:48:40%20GMT	https://preview.colorlib.com/theme/mypodcast/index.html	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/index-2.html	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:40	17456/17456	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Dec%202018%2001:48:37%20GMT	https://preview.colorlib.com/theme/mypodcast/about.html	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/about.html	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:40	28042/28042	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Dec%202018%2001:48:39%20GMT	https://preview.colorlib.com/theme/mypodcast/episodes.html	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/episodes.html	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:40	17512/17512	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Dec%202018%2001:48:36%20GMT	https://preview.colorlib.com/theme/mypodcast/blog.html	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/blog.html	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:41	15336/15336	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Dec%202018%2001:48:37%20GMT	https://preview.colorlib.com/theme/mypodcast/contact.html	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/contact.html	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:41	90857/90857	---M--	200	added ('OK')	image/jpeg	etag:%22162e9-57c00412f0cc0%22	https://preview.colorlib.com/theme/mypodcast/images/index.jpg	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/index.jpg	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:42	20542/20542	---MCZ	200	added ('OK')	text/html	date:Sun,%2002%20Dec%202018%2001:48:39%20GMT	https://preview.colorlib.com/theme/mypodcast/episode.html	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/episode.html	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:42	49734/49734	---M--	200	added ('OK')	image/jpeg	etag:%22c246-57c0042f8d040%22	https://preview.colorlib.com/theme/mypodcast/images/show_1.jpg	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/show_1.jpg	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:42	1461/1461	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b5-57c00427ebe40%22	https://preview.colorlib.com/theme/mypodcast/images/play.svg	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/play.svg	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:43	684/684	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222ac-57c0041014600%22	https://preview.colorlib.com/theme/mypodcast/images/heart.svg	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/heart.svg	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:43	866/866	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22362-57c00444881c0%22	https://preview.colorlib.com/theme/mypodcast/images/speech-bubble.svg	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/speech-bubble.svg	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:44	138498/138498	---M--	200	added ('OK')	image/jpeg	etag:%2221d02-57c0042da4bc0%22	https://preview.colorlib.com/theme/mypodcast/images/show_2.jpg	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/show_2.jpg	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:44	179969/179969	---M--	200	added ('OK')	image/jpeg	etag:%222bf01-57c00431754c0%22	https://preview.colorlib.com/theme/mypodcast/images/show_3.jpg	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/show_3.jpg	(from https://preview.colorlib.com/theme/mypodcast/)
08:05:44	1302/1302	---M--	200	added ('OK')	image/png	etag:%22516-57c00428e0080%22	https://preview.colorlib.com/theme/mypodcast/images/play_2.png	D:/Python/Lessons/Episode/Episode/preview.colorlib.com/theme/mypodcast/images/play_2.png	(from https://preview.colorlib.com/theme/mypodcast/)
